10 1743242017 1748380076
6 1743241973 1749758773
12 1755387996 1760820018
18 1743242028 1748730278
4 1755387962 1762057466
10 1743242071 1748753873
11 1755332610 1760717512
15 1755489240 1760701830
14 1748971435 1754201682
6 1749646443 1755143131
3 1756577124 1761814271
15 1760176246 1762056248
14 1753727044 1755395107
11 1749972806 1755206294
7 1749972802 1756373335
13 1750747748 1756343463
19 1749972900 1755616674
5 1750747775 1757222035
11 1749972811 1755646055
18 1748624622 1754002254
18 1748787470 1754127450
16 1761113538 1766364734
7 1756386940 1761756549
1 1757383989 1762736862
15 1760196134 1762060062
14 1753737790 1755398127
12 1755387970 1760625827
8 1755387972 1761666441
14 1743242074 1748963587
0 1755387981 1761914368
6 1743241966 1750152814
12 1755387983 1761088184
10 1748627969 1754043284
18 1748822462 1753982754
15 1755707493 1760860464
3 1756397647 1761828766
1 1757391982 1762731227
15 1760204882 1762050863
14 1753740590 1755391139
13 1750747766 1756079645
9 1750747786 1757080667
15 1749972843 1755562923
1 1750747723 1757464817
7 1749972797 1756666131
13 1750747804 1756442841
14 1748633415 1754161554
14 1748843799 1754206007
19 1755717221 1760717466
2 1749696084 1755159520
5 1757405661 1762686779
18 1753499715 1755405019
14 1753743343 1755422052
14 1743241984 1748625607
10 1743242012 1748609443
16 1755387970 1760889142
2 1743242125 1749936641
8 1755387978 1762122729
14 1743242079 1749145962
19 1755352023 1760611623
13 1756355001 1761687210
14 1749007378 1754265037
9 1757211864 1762661545
4 1762067483 1767293870
18 1753504367 1755483468
17 1761254555 1762941427
15 1749972800 1755477818
11 1749972824 1755325843
17 1750747840 1756218101
3 1749972780 1756563451
9 1750747744 1757201345
15 1749972799 1755848864
19 1755365869 1760617148
15 1755572518 1760794512
14 1749032689 1754290292
4 1761856192 1767261450
4 1762073388 1767296927
18 1753509954 1755489753
17 1761260551 1762941880
16 1755387987 1760657102
12 1755387985 1760851707
18 1743242028 1748683632
4 1755387957 1762059714
10 1743242040 1748915343
16 1755388007 1761103083
16 1760796468 1766259800
12 1760997106 1766270178
17 1756560996 1761726511
1 1757232698 1762725318
2 1749947239 1755210495
11 1760238466 1762285161
17 1761264959 1762973653
17 1750747844 1756013491
13 1750747773 1756165244
19 1749972929 1755455117
5 1750747802 1757397148
11 1749972839 1755636375
17 1750747865 1756550121
13 1756174210 1761615084
13 1756373809 1761719301
16 1761229491 1766512822
5 1757232488 1762674413
2 1749947886 1755236100
11 1760280499 1762292213
17 1761268868 1762974369
18 1743242003 1748505857
14 1743242040 1748898052
0 1755387950 1761968579
6 1743242000 1750133592
12 1755388004 1761094445
18 1743242035 1748914213
13 1756181649 1761690282
10 1748869779 1754180058
15 1755859226 1760936306
0 1761860428 1767413003
9 1757456016 1762633781
11 1760285899 1762353042
19 1760536133 1762553160
19 1749972847 1755337852
15 1749972828 1755423755
1 1750747735 1757382822
7 1749972824 1756554635
13 1750747784 1756444129
19 1749972973 1755700566
18 1748694902 1754010687
17 1756378888 1761761033
15 1755860231 1760966009
8 1761875251 1767324949
7 1756668906 1761862697
11 1760285987 1762352938
19 1760536549 1762554569
10 1743242031 1748458835
16 1755388000 1760860574
2 1743242002 1749683688
8 1755388002 1761864172
14 1743242050 1748989842
10 1748386150 1753979872
12 1760832432 1766205520
16 1761008089 1766305431
17 1756651802 1761779121
3 1756486598 1761834081
0 1762094014 1767373012
12 1765729394 1767590326
18 1753837320 1755585020
11 1749972811 1755316763
17 1750747786 1756257118
3 1749972790 1756373849
9 1750747778 1757323442
15 1749972838 1755843269
18 1748405071 1753921789
15 1755434444 1760708707
15 1755597114 1760805559
14 1749158718 1754365617
6 1749773484 1755138119
7 1756675213 1761820310
10 1753605825 1755475989
11 1760547961 1762355635
12 1755387974 1760729835
18 1743242017 1748619479
4 1755387984 1761963608
10 1743242069 1748860080
16 1755387968 1761222635
10 1748467268 1754030225
14 1748720115 1754199209
19 1755609266 1760694357
3 1756061448 1761775340
7 1756496492 1761834170
4 1762095249 1767278983
10 1753606627 1755506844
15 1760551394 1762276947
13 1750747767 1756173156
19 1749972924 1755355220
5 1750747938 1757336086
11 1749972807 1755669369
17 1750747780 1756633487
19 1755190634 1760564760
17 1756233699 1761599699
14 1748914071 1754263903
4 1761500716 1767208776
8 1761917224 1767317214
1 1757474036 1762765491
12 1765747524 1767622696
19 1760568001 1762593595
14 1743242002 1748710892
0 1755387935 1761840726
6 1743242004 1750002364
12 1755387949 1761065528
18 1743242044 1748812507
10 1748472965 1753932901
13 1756234480 1761614589
19 1755633867 1760640278
5 1756923273 1762538769
0 1761925979 1767349090
8 1762142454 1767242088
10 1753628786 1755499850
18 1753863000 1755573027
15 1749972806 1755241190
1 1750747732 1757216572
7 1749972826 1756482800
13 1750747776 1756360323
19 1749972970 1755646303
11 1755215153 1760655044
12 1760864403 1766216848
10 1748922327 1754151072
2 1749420580 1755113828
5 1757314418 1762659108
6 1750014025 1755132000
10 1753632472 1755518184
11 1760591302 1762397759
16 1755387983 1760782674
2 1743241987 1749568994
8 1755387968 1761905573
14 1743241989 1749015351
0 1755387952 1762082512
12 1760643977 1766145726
16 1760866557 1766282275
11 1755644370 1760833010
5 1757014204 1762580167
8 1761952034 1767267491
1 1757550371 1762709232
13 1761139892 1762972830
12 1766026388 1767664698
17 1750747796 1756088713
3 1749972783 1756257229
9 1750747740 1757434575
15 1749972853 1755696905
1 1750747743 1757534306
17 1756025114 1761502816
16 1760872016 1766266208
18 1748928440 1754109297
1 1757031843 1762684601
9 1757326732 1762620422
6 1750044320 1755184908
12 1765776056 1767628141
19 1760615291 1762583996
18 1743241982 1748389242
4 1755387949 1761837692
10 1743242065 1748732953
16 1755388030 1760993487
2 1743241997 1749936680
18 1748528029 1753832314
10 1748744227 1753984131
19 1755656166 1760533469
8 1761678011 1767185521
2 1749824339 1755172760
6 1750145515 1755155899
12 1765781596 1767584353
19 1760623714 1762545096
19 1749972869 1755175683
5 1750747924 1757007448
11 1749972801 1755471010
17 1750747834 1756366222
3 1749972800 1756556387
16 1760664268 1766219436
18 1748745377 1753860260
11 1755657812 1760809130
9 1757057533 1762537129
9 1757334549 1762600993
6 1750160523 1755156235
13 1761177628 1762942473
10 1753923549 1755543730
0 1755387965 1761673919
6 1743241971 1749634872
12 1755387960 1760983325
18 1743242010 1748775008
4 1755387965 1762087272
15 1755253050 1760548975
19 1755468561 1760533429
12 1761076787 1766174985
3 1756270042 1761762253
5 1757344664 1762640213
19 1759918867 1762307830
13 1761179658 1762942037
18 1753925118 1755563119
1 1750747716 1757022378
7 1749972809 1756253968
13 1750747782 1756225584
19 1749972845 1755595507
5 1750748005 1757302323
13 1756085696 1761522438
17 1756259902 1761540280
13 1756458256 1761557986
7 1756272196 1761744266
0 1761975620 1767339228
19 1759939389 1762299100
16 1765802653 1767574076
11 1760636115 1762383484
2 1743242010 1749398527
8 1755388007 1761708783
14 1743241995 1748835969
0 1755388007 1761966049
6 1743241960 1750039353
17 1756100776 1761458680
16 1760894657 1766147133
13 1756460228 1761517518
0 1761693442 1767232559
0 1761975616 1767316966
19 1759941077 1762218508
13 1761183470 1762902996
10 1753936333 1755500992
3 1749972773 1756043838
9 1750747784 1757045840
15 1749972793 1755583815
1 1750747732 1757371174
7 1749972781 1756658243
11 1755328197 1760588596
11 1755481929 1760632607
11 1755677090 1760705483
2 1749579602 1755086774
4 1761976415 1767159507
19 1759943685 1762285805
16 1765814562 1767527911
19 1760644872 1762537913
4 1755387940 1761488667
10 1743242055 1748466847
16 1755387964 1760856332
2 1743241967 1749814790
8 1755387963 1761937158
12 1760745865 1766023935
17 1756270381 1761466802
12 1761104660 1766152395
8 1761720372 1767151189
3 1756567437 1761764229
18 1753409071 1755425456
16 1765834244 1767552772
11 1760657842 1762335457
5 1750747739 1756908957
11 1749972825 1755317443
17 1750747888 1756245342
3 1749972789 1756479301
9 1750747747 1757305926
11 1755328657 1760541693
10 1748767565 1753919790
12 1761106236 1766189306
9 1757092731 1762523681
7 1756569923 1761750077
15 1760131459 1762101956
16 1765838136 1767594877
17 1761462568 1763001852
